ID;Term;Begrepsforklaring;Definisjon;Språkversjoner;Beskrivelsestype;Alternative termer;Kilde;Frarådde termer;Eksempler
BEGREP-1771;Endringsmelding for særavgifter;Kortnavn kan brukes hvis meningen er klar fra konteksten.;en melding med nye eller korrigerte opplysninger om innførsel og produksjon av nærmere angitte varer og tjenester.;Bokmål;;endringsoppgave for særavgifter;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1770;Endringsmelding for svalbardskatt;Dette dekkes gjennom at trekkpliktige endrer fastsatt skatt og rapporterer ved å levere a-meldingen. Men siden endringsmelding for svalbardskatt er nevnt i skfvl. § 9-4 er begrepet beholdt.;en melding med nye eller korrigerte opplysninger om inntektsforhold for arbeid på Svalbard.;Bokmål;;endringsoppgave for svalbardskatt;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1769;Endringsmelding for merverdiavgift;Dette dekkes idag av alminnelig omsetningsoppgave (hovedoppgave), som endres ved tilleggsoppgave eller korrigert oppgave. Kortnavn kan brukes hvis meningen er klar fra konteksten.;en melding med nye eller korrigerte opplysninger om omsetning av varer og tjenester.;Bokmål;;endringsoppgave for merverdiavgiftsomsetning;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1768;Endringsmelding for formues- og inntektsskatt;Dette dekkes av ulike skjema. Inntil 1. februar vil WebSA være åpen, og deretter vil man ha et enkelt formular. Kortnavn kan brukes hvis meningen er klar fra konteksten.;en melding med nye eller korrigerte opplysninger om formues- og/eller inntektsforhold.;Bokmål;;(dette begrepet er nytt i skatteforvaltningsloven);Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1767;Endringsmelding for arbeidsgiveravgift;Dette dekkes gjennom at arbeidsgiver fastsetter avgift ved å levere a-melding. Ved evt. endringer leveres ny a-melding. Men siden endringsmelding for arbeidsgiveravgift er nevnt i skfvl. § 9.4 er begrepet beholdt.;en melding med nye eller korrigerte opplysninger om arbeidstakere og arbeidsforhold, jf. skfvl. 9-4.;Bokmål;;(dette begrepet utgår etter at skatteforvaltningsloven trer i kraft);Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1766;Endringsmelding;Endringsmelding brukes som fellesbetegnelse for alle formues- og inntektsskatteartene såvel som merverdiavgift og særavgifter. Spesifikasjon av skatteart brukes der det er nødvendig for å spesifisere skatteart.;fellesbetegnelse for meldinger med nye eller korrigerte opplysninger om skatteforhold. En melding som erstatter en tidligere melding, eller som gir opplysninger som kommer i tillegg til tidligere melding.;Bokmål;;endringsoppgave;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1765;Egenfastsetting av grunnlaget;Dette er ikke et juridisk begrep definert i Skatteforvaltningsloven, men kun brukes i intern kommunikasjon og opplæring i Skatteetaten.;et skattefastsettingsprinsipp der skattepliktig fastsetter skattegrunnlaget og myndighetene beregner skatt. Gjelder for formues- og inntektsskatt, petroleumsskatt og den delen av svalbardskatten som skyldes arbeid i fastlands-Norge, jf. skfvl. § 9-1.;Bokmål;;"(dette begrepet er et av fastsettingsprinsippene definert i skatteforvaltningsloven 
- begrepet er internt og bør ikke brukes eksternt, men bare til informasjon og opplæring internt i etaten)";Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1764;Egenfastsetting;Dette er et nytt begrep i skfvl., selv om prinsippet med egenfastsetting er brukt tidligere for mva og særavgifter.;et skattefastsettingsprinsipp der skattepliktig fastsetter skattegrunnlaget og beregner skatt. Gjelder for mva, arbeidsgiveravgift, særavgifter og kompensasjon for mva, jf. skfvl. § 9-1.;Bokmål;;(dette begrepet er et av fastsettingsprinsippene definert i skatteforvaltningsloven);Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1763;Deltakermelding;"Det er to meldinger: ""melding med opplysning om hver deltaker... "" som leveres av hver deltaker (jf. skfvl.§ 8-9 tredje ledd) og ""melding om deltakernes formue og inntekt fra selskapet"" som leveres av selskapet (jf. skfvl. § 8-9 fjerde ledd).";melding med opplysninger om hver deltaker i selskapet og deres selskapsandel, andel av overskudd eller underskudd og andre forhold som har betydning for deltakernes skatteplikt jf. skfvl. § 8-9.;Bokmål;;deltakeroppgave;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1762;Betinget vedtak om tvangsmulkt;;et betinget vedtak om tvangsmulkt innebærer at tvangsmulkten først begynner å løpe dersom opplysningsplikten ikke oppfylles innen en gitt dato.;Bokmål;;;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1761;Beregnet skatt;"Merk at skfvl. kapittel 9 bruker ordene ""beregnet skatt"" og at ordet ""skattefastsetting"" ikke brukes. Det er grunnlaget som fastsettes, og som skatten beregnes på grunnlag av. Kortnavn kan brukes der meningen er klar fra konteksten.";resultatet av skatteberegningen;Bokmål;;utlignet skatt;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1760;Avgiftsoppgjør;Avgiftspliktige i alle bransjer utenom primærnæringene og små næringsdrivende med årsoppgave, skal sende inn oppgave over omsetningen sin og betale inn skyldig avgift seks ganger i året (seks terminer).;informasjon om merverdibeløpet som skal innbetales til staten, basert på samlet merverdiavgift beregnet ved salg (utgående avgift) fratrukket merverdiavgift betalt ved kjøp (inngående avgift), jf. skfvl. 8-3 og 12-1.;Bokmål;;;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1759;Arbeidsgiveravgift;Arbeidsgiver som skal beregne arbeidsgiveravgift etter folketrygdloven, skal levere skattemelding med opplysninger om beregnet arbeidsgiveravgift og grunnlaget for beregning av avgift etter reglene i a-opplysningsloven, jf. skfvl. § 8-6 (1).;avgift (skatt) på innberetningspliktig lønn, pensjon, ytelser og annen godtgjørelse for arbeid og oppdrag i og utenfor tjenesteforhold.;Bokmål;;AGA;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1758;Aksjonærmelding fra selskapene;Tidligere aksjonærregisteroppgave. Alle norske aksje- og allmennaksjeselskap, samt sparebanker med egenkapitalbevis, skal hvert år levere en aksjonærmelding til Skatteetatens aksjonærregister. I registeret samles informasjon om alle hendelser og transaksjoner i selskapene. Oppgaven skal hjelpe aksjonærene med å levere rett selvangivelse. Den danner også grunnlag for forhåndsutfylling av skattepliktige beløp i selvangivelsen. Selskapene er fritatt innrapporteringsplikten når Verdipapirsentralen (VPS) står for innrapporteringen.;en melding fra selskapene som gir skattemyndighetene grunnlag til å produsere og sende ut aksjer og egenkapitalbevis til aksjonærene.;Bokmål;;aksjonærregisteroppgave;Skatteetatens ordliste i forbindelse med Ny skatteforvaltningslov;;
BEGREP-1734;Sakstype;;identifiserer hvilket tilfelle eller område som saken gjelder.;Bokmål;Faglig definisjon;;Foreløpig - henvisning til innmeldt behov i Foreldrepengeprosjektet: http://confluence.adeo.no/x/RrQPD;;"- Foreldrepengesak 
- Tilbakekrevingssak 
- Fagsak 
- Egenforvaltningssak 
- Personalsak"
BEGREP-1733;Avslutningsstatus;"Avslutningsstatuser forteller brukere eller saksbehandlere hvordan det gikk med behandlingen. Formålet med avslutningsstatuser er å kunne styre verdikjeder og til å starte nye behandlinger. 

Per 26. september 2017 finnes det 132 statuser for avslutning i kodeverket.";en status som angir resultatet av en avsluttet behandling|https://jira.adeo.no/browse/BEGREP-201].;Bokmål;Faglig definisjon;;"""Avslutningsstatuser"". Hentet 27. mars 2017 fra http://confluence.adeo.no/x/rtAPD";;"- Trukket 
- Avslag godkjenning"
BEGREP-1726;Klagevedtak;"En bruker kan påklage et vedtak NAV har fattet, dersom han er hun mener at det er feil. Når instansen selv eller overinstansen fatter et nytt vedtak i saken, kalles dette et klagevedtak. 

Klagevedtaket kan være en stadfestelse eller hjemvisning av det opprinnelige vedtaket, eller det kan endre resultatet.";et vedtak som er fattet i en sak der brukeren eller dennes fullmektig har klaget på det opprinnelige vedtaket.;Bokmål;Faglig definisjon;;"LOV-1967-02-10 Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) §§ 28 og 33; 
""Om begrepene klage og anke"". I Rundskriv til LOV-1997-02-28-19 Lov om folketrygd (folketrygdloven) § 21-12.";;"- Underinstansens vedtak blir opphevet og hjemvist til ny behandling 
- Klagen blir innvilget ved at klageinstansen gir brukeren medhold 
- Klagen blir avslått ved at klageinstansen stadfestet underinstansens vedtak 
- Klagen blir avvist grunnet eksempelvis oversittet klagefrist"
BEGREP-1724;Tilbakekrevingsvedtak;NAV har i tilbakekrevingsvedtaket blant annet vurdert størrelsen på feilutbetalingen, hvor mye av dette som skal kreves tilbake, om deler av eller hele kravet er foreldet, om brukeren har opptrådt uaktsomt og om feilen helt eller delvis kan være gjort hos NAV.;et vedtak der NAV krever tilbakebetalt hele, eller deler av en utbetaling, fra en mottaker som ikke hadde krav på utbetalingen. ;Bokmål;Faglig definisjon;;;;"Årsaker til at NAV fatter et tilbakekrevingsvedtak, kan blant annet være 
* gale opplysninger gitt av mottaker 
* feilregistrering av saksbehandler eller mottaker 
* det er utbetalt doble ytelser hvor mottaker har gått over fra en ytelse til en annen og begge blir utbetalt"
BEGREP-1723;Felles kodeverk;Kodeverk som er felles for flere av NAVs applikasjoner eller systemer skal lagres i felles kodeverksløsning.;et kodeverk som er relevant for to eller flere applikasjoner i NAV.;Bokmål;Faglig definisjon;;;;
BEGREP-1718;Journalpoststatus;;et obligatorisk felt som angir om et dokument er ferdig arkivert, under behandling eller ferdig registrert.;Bokmål;Faglig definisjon;;"""JournalStatus"". I: Vedlegg 1, M053, side 13. Metadatakatalog. Hentet 18. juli 2017 fra https://www.arkivverket.no/forvaltning-og-utvikling/regelverk-og-standarder/noark-standarden/noark-5/noark5-standarden; 
Detaljert design Domenemodell Joark, hentet 17. juli 2017 fra https://confluence.adeo.no/x/sYBdBw.";;"Verdiene i Noark 5 er: 

- Journalført 
- Ferdigstilt av saksbehandler 
- Godkjent av leder 
- Ekspedert 
- Arkivert 
- Utgår"
BEGREP-1717;Dokumentstatus;"Dokumenter som skal avleveres skal ha status ""Dokumentet er ferdigstilt"". 

Dette feltet er ikke aktuelt for inngående dokumenter.";et obligatorisk felt i arkivet som angir om et dokument er ferdig arkivert, under redigering, avbrutt eller reservert.;Bokmål;Faglig definisjon;;"""DokumentStatus"". I: Vedlegg 1, M054, side 14. Metadatakatalog. Hentet 18. juli 2017 fra https://www.arkivverket.no/forvaltning-og-utvikling/regelverk-og-standarder/noark-standarden/noark-5/noark5-standarden; 
Detaljert design Domenemodell Joark. Hentet 17. juli 2017 fra https://confluence.adeo.no/x/sYBdBw.";;"I Noark 5 er dette et obligatorisk felt med følgende obligatoriske verdier: 

- Dokumentet er under redigering 
- Dokumentet er ferdigstilt"
BEGREP-1713;Brukertype;Brukertype er et obligatorisk felt i Joark og hører til virksomhetsspesifikke metadata.;en kategori av brukere som er identifisert som part i en sak.;Bokmål;Faglig definisjon;;"Detaljert design Domenemodell Joark, hentet 17. juli 2017 fra https://confluence.adeo.no/x/sYBdBw; 
Felles kodeverk. https://modapp.adeo.no/kodeverksklient/allekodeverk?0";;
BEGREP-1712;DokumentTypeID;Benyttes av løsninger for dokumentproduksjon og dokumentmottak for å hente tilknyttede metadata fra Dokumentkatalogen. Fagsystem og mottakskanaler benytter DokumentTypeID for å identifisere hvilken type dokument det er som skal produseres eller mottas. Lagres i Joark som virksomhetsspesifikk metadata.;id som unikt beskriver en dokumenttype.;Bokmål;Faglig definisjon;;"""Systemdokumentasjon for Dokumentkatalog"". Hentet 11. august 2017 fra https://confluence.adeo.no/x/_4JdBw.";;
BEGREP-1711;Journalpostinnhold;"I Noark 5 er dette et obligatorisk felt for saksarkiver. Det defineres som navn eller tittel på arkivenheten: Arkiv, arkivdel, klassifikasjonssystem, klasse, mappe, basisregistrering eller dokumentbeskrivelse. 

Bruk av feltet ""JournalpostInnhold"" er ikke helt i overensstemmelse med hvordan det er ment å være etter NOARK 5 - standarden. I Noark 5 beskriver i dette feltet hele forsendelsen. 

I Gosys heter dette feltet ""Journalpostbeskrivelse"".";beskrivelse av innholdet eller tittelen på hoveddokumentet i en journalpost.;Bokmål;Faglig definisjon;;"""Tittel"": I: Vedlegg 1, M020, side 10. Metadatakatalog. Hentet 18. juli 2017 fra https://www.arkivverket.no/forvaltning-og-utvikling/regelverk-og-standarder/noark-standarden/noark-5/noark5-standarden; 
Detaljert design Domenemodell Joark, hentet 17. juli 2017 fra https://confluence.adeo.no/x/sYBdBw.";;
BEGREP-1710;Dokumenttittel;"Dette gjelder både hoveddokument og vedlegg, og alle skannede dokumenter. 

For skannede dokumenter brukes følgende attributter i Joark: DokumentInfo.skannetInnhold og SkannetInnhold.vedleggInnhold. For elektroniske dokumenter - dokumentInfoTittel. 
I Gosys vises dokumentTittel i feltet ""Dokumentbeskrivelse"".";beskrivelse av hovedinnholdet i dokumentet.;Bokmål;Faglig definisjon;;"""Tittel"": I: Vedlegg 1, M020, side 10. Metadatakatalog. Hentet 18. juli 2017 fra https://www.arkivverket.no/forvaltning-og-utvikling/regelverk-og-standarder/noark-standarden/noark-5/noark5-standarden; 
Detaljert design Domenemodell Joark, hentet 17. juli 2017 fra https://confluence.adeo.no/x/sYBdBw.";;
BEGREP-1709;Dokumentkategori;"I Noark er obligatorisk metadata, men uten at det nevnes obligatoriske verdier i feltet. 
I Domenemodell for Joark ligger som attributt ""Kategori"" i DokumentInfo-objektet. 
";navn på type dokument.;Bokmål;Faglig definisjon;DokumentType;"""Dokumenttype"": I: Vedlegg 1, M083, side 15. Metadatakatalog. Hentet 18. juli 2017 fra https://www.arkivverket.no/forvaltning-og-utvikling/regelverk-og-standarder/noark-standarden/noark-5/noark5-standarden; 
Detaljert design Domenemodell Joark, hentet 17. juli 2017 fra https://confluence.adeo.no/x/sYBdBw. 
";;"F.eks 
Søknad; 
Klage og anke; 
Forvaltningsnotat 
"
BEGREP-1707;TilknyttetJournalpostSom;" I Joark er dette et attiributt i objektet ""JournalpostDokumentInfoRelasjon"". Tilsvarer ""tilknyttet Registrering Som"" i Noark 5 (M217). I Noark er dette et obligatorisk felt med obligatoriske verdier: Hoveddokument, vedlegg.";"angivelse av hvilken ""rolle"" dokumentet har i forhold til registreringen, dvs.om dokumentet er et hoveddokument eller vedlegg i en forsendelse.";Bokmål;Faglig definisjon;;"Noark 5 v 4.0 (pdf). Side 73; 
""TilknyttetRegistreringSom"": I: Vedlegg 1, M217, side 26. Metadatakatalog. Hentet 18. juli 2017 fra https://www.arkivverket.no/forvaltning-og-utvikling/regelverk-og-standarder/noark-standarden/noark-5/noark5-standarden; 
Detaljert design Domenemodell Joark, hentet 17. juli 2017 fra https://confluence.adeo.no/x/sYBdBw.";;Tilknytte journalpost Som: Hoveddokument, vedlegg.
BEGREP-1706;Sperring;"Sperring av personopplysninger innebærer at tilgangen til personopplysningene begrenses til så få personer som mulig, eller slik som Datatilsynet bestemmer etter vedtak om sperring. Opplysningene oppbevares, men gjøres utilgjengelig. 
Kan være et alternativ til sletting. 
I personopplysningsloven er det i utgangspunktet «personopplysningene» som skal sperres. 
I arkiv er det mange dokumenter som inneholder opplysninger som bruker ønsker at ikke alle får se, derfor sperring av hele dokumentet er også et alternativ.";et virkemiddel for å gjøre personopplysningene utilgjengelige.;Bokmål;Faglig fortolkning;;"§§ 27 og 28 i personopplysningsloven LOV-2000-04-14-31 Justis- og beredskapsdepartementet 
Forarbeidene til personopplysningsloven (Ot. Prpr. Nr 92 1998-99 s. 124) 
Den nye personvernforordning art. 18";;Opplysningen fjernes/sladdes fra skjermbildenivå, men er tilgjengelig i databasen eller elektronisk arkiv med tilgang for en begrenset gruppe autorisert personell (eksempel databaseansvarlig eller arkivar).
BEGREP-1694;Business Use Case (EESSI);"Business Use Case viser samhandling mellom aktører og forretningsprosesser, og trenger ikke inneholde referanser til teknologi. 

Forkortelsen BUC inngår i forkortelses-stammespråket i EESSI som betegnelse på modeller for meldingsflyten mellom aktører i en saksbehandlingsprosess.";et bruksområde av Use Case som beskriver typiske forretningsoperasjoner mellom en aktør på utsiden og en organisasjon.;Bokmål;Faglig definisjon;Bruksmønster, Forretningsbruksmønster, Samhandlingsmønster, BUC;"EESSI Architecture Overview Document 

?";BUC;"- Samhandling/informasjonsutveksling for å avgjøre krav om arbeidsledighetsytelse 
- Samhandling/informasjonsutveksling for å fastsette bosted etter EU-forordning 883/2004"
BEGREP-1693;Vedlegg;"I arkivsammenheng der en forsendelse består av flere dokumenter, defineres alltid ett som hoveddokument og resten som vedlegg. 

Ved innsending kan brukere legge ved filer for visning, opplasting og videre behandling hos mottakeren, eller legge ved dokumentasjon til hoveddokumentet som for eksempel krav eller skjema.   ";et dokument som følger med et annet dokument.;Bokmål;Faglig fortolkning;;"Avledet av definisjon fra Kompetansesenter for IT i helse- og sosialsektoren AS (KITH): 
Hentet 22.02.17 fra http://www.kith.no/templates/kith_WebPage____1924.aspx (Kith.no blir ikke lenger oppdatert og må anses som et historisk arkiv.)";;
BEGREP-1687;Informasjonsplikt;"""Dette gjelder likevel ikke når 

a)opplysningene bekreftes av framstilling som parten selv har gitt eller kontrollert i anledning av saken eller parten ikke har kjent oppholdssted, 

b)rask avgjørelse i saken er påkrevd av hensyn til andre parter eller offentlige interesser, 

c)opplysningene ikke har avgjørende betydning for vedtaket eller underretning av andre grunner er unødvendig eller uhensiktsmessig ut fra hensynet til parten selv, for eksempel fordi han vil bli gjort kjent med opplysningene ved melding om vedtaket. 

Partene bør også for øvrig gjøres kjent med opplysninger av vesentlig betydning som det må forutsettes at de har grunnlag og interesse for å uttale seg om, og som parten etter §§ 18 til 19 har rett til å gjøre seg kjent med. Ved avveiningen skal legges vekt på om rask avgjørelse er ønskelig og om hensynet til parten er tilstrekkelig varetatt på annen måte, for eksempel ved at han er gjort kjent med retten etter §§ 18 til 19 til å se sakens dokumenter. 

Dersom en mindreårig over 15 år er part i saken og blir representert av verge, skal opplysninger som nevnt i annet og tredje ledd også forelegges den mindreårige selv, hvis ikke den mindreårige har erklært at det ikke er nødvendig.""";"""dersom forvaltningsorganet under saksforberedelsen mottar opplysninger om en part eller den virksomhet han driver eller planlegger, og parten etter §§ 18 til 19 har rett til å gjøre seg kjent med disse opplysninger, skal de forelegges ham til uttalelse.""";Bokmål;Rettslig definisjon;;LOV-1967-02-10 Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) § 17 annet ledd.;;
BEGREP-1686;Sammensatt dokument;"Det kan være både originale data som er opprettet innenfor dokumentet, og data samlet fra forskjellige kilder som settes inn i rammen av dokumentet. 

Et sammensatt dokument kan også være en kombinasjon av ulike typer dokumenter.";et arkivdokument bestående av flere filer som må slås sammen til én ved avlevering.;Bokmål;Faglig definisjon;;"Noark 5 v4.0 (pdf). Side 83; 
""Hva er et sammensatt dokument?"". Nousutile. Hentet 1. oktober 2017 fra http://no.nous-utile.info/article/hva-er-et-sammensatt-dokument.";;"- HTML med illustrasjon i separate fil 
- Flere rader i en database 
- Et bildevedlegg i et brev der brevet er et originalt/opprinnelig dokument, mens bildet satt inn i dokumentet fra en ekstern fil   "
BEGREP-1680;Manuell saksbehandling;"Manuell saksbehandling er en behandling av en sak hvor saksbehandler gjør en vurdering av fakta, regel eller informasjon. 
";saksbehandling hvor en saksbehandler utfører ett eller flere steg i behandlingen.;Bokmål;;;LOV-1997-02-28-19 Lov om folketrygd (folketrygdloven) § 11-5;delmanuell;"- En saksbehandler må manuelt registrere inn opplysninger som ikke krever skjønnsmessig vurdering, f.eks overføring av opplysninger fra skannet PDF-dokument. Medfører ikke totrinnskontroll. 
- En saksbehandler må gjennomføre en kontroll av hele eller deler av behandlingsresultatet, f.eks. sjekk for samsvar mellom strukturerte opplysninger oppgitt i søknad mot dokumentasjon i vedlegg. Kan medføre totrinnskontroll. 
- En saksbehandler må gjennomføre en skjønnsmessig vurdering, f eks om en brukers arbeidsevne er ""nedsatt i slik grad at vedkommende hindres i å beholde eller skaffe seg inntektsgivende arbeid""."
BEGREP-1679;Automatisk saksbehandling;"Automatisk saksbehandling kan ses som en virtuell saksbehandler, som ut fra strukturerte saksopplysninger og definerte regler gjennomfører hele behandlingen automatisk. 
";en saksbehandling der resultatene av behandlingen er maskinelt fastsatt.;Bokmål;Faglig fortolkning;;"""Automatisering"". I: Store norske leksikon. Hentet 8. juni 2017 fra snl.no/automatisering.";"helautomatisk 
delautomatisk";En foreldrepengesak som kommer inn fra ny søknadsdialog (kun strukturert informasjon) og behandles automatisk i ny vedtaksløsning.
BEGREP-1666;Avvisningsbeslutning;Dette er en prosessledende beslutning som er gitt særskilt klageadgang.;en beslutning om at en klage ikke vil bli realitetsbehandlet.;Bokmål;Folkelig forklaring;;LOV-1967-02-10 Lov om behandlingsmåten i forvaltningssaker (forvaltningsloven) § 28;;- Klagen er for sent fremsatt og blir derfor avvist med egen klagesfrist.
BEGREP-1655;Stadfesting;;et vedtak der klageinstansen etter behandling kommer fram til at underinstansens vedtak er korrekt og skal opprettholdes.;Bokmål;Faglig fortolkning;Fastholde, opprettholde, stadfestingsvedtak;;;- En bruker har fått vedtak om avslag på søknad om foreldrepenger, og påklager dette. Etter behandling av klagen kommer klageinstansen fram til samme resultat som underinstansen.
BEGREP-1654;Medhold;"Medhold kan oppnås helt eller delvis. 

I NAV bruker vi begrepet medhold om resultat av en klage. Brukeren kan få medhold i hele klagen sin, eller kun del av den. Det betyr at klageinstansen kan ta enkelte av anførslene til følge, men ikke alle.";"det at den som klager oppnår det resultatet han ønsker. 
";Bokmål;Faglig fortolkning;Klage tas til følge;;;- Dersom en bruker klager på et tilbakekrevingsvedtak kan han få medhold i klagen på visse perioder, slik at disse blir ettergitt. Dette betyr imidlertid ikke at han har fått medhold i hele klagen, og vedtaket vil regnes som en omgjøring og ikke en stadfestelse.
BEGREP-1653;Hjemvisning;"I rettsapparatet er hjemvisning ""en beslutning av en overordnet rett (for eksempel lagmannsretten) om å oppheve en avgjørelse av en underordnet rett (for eksempel tingretten) og sende saken tilbake til den underordnede rett for ny behandling.""";"""...] når et overordnet organ, gjerne i forbindelse med klagebehandling, opphever og] sender en sak tilbake til underordnet organ for ny behandling"".";Bokmål;Faglig definisjon;;"""Hjemvisning"". I: Store norske leksikon. Hentet 20. mars 2017 fra https://snl.no/hjemvisning.";;- Når NAV Klageinstans opphever et vedtak og sender det tilbake til ny behandling hos NAV Forvaltning
BEGREP-1652;Omgjøringsvedtak;"Et organ kan endre sitt eget eller underordnede organers vedtak. Omgjøring kan enten skje etter klage eller av eget tiltak. Et vedtak kan gjøres om helt eller delvis, både til gunst og til ugunst for brukeren. 

Å omgjøre et vedtak er det motsatte av å stadfeste det.";et vedtak som endrer et annet vedtak.;Bokmål;Faglig fortolkning;Omgjøring;;;- En bruker har fått vedtak om avslag på søknad om foreldrepenger, og påklager dette. Etter behandling av klagen kommer klageinstansen fram til annet resultat enn underinstansen, og omgjør vedtaket til gunst for brukeren.
BEGREP-1640;Sentralskattekontoret for utenlandssaker;"""I tillegg likner SFU sokkelarbeidere bosatt i utlandet, utenlandske sjøfolk på norskregistrerte skip og utenlandske artister. SFU har også ansvar for nordisk trekkavtale.""";"forvaltningsorgan som ""likner utenlandske virksomheter og deres utenlandske ansatte ved oppdrag/arbeid i Norge eller på norsk sokkel.""";Bokmål;Faglig definisjon;SFU;Hentet den 2. mars 2017 fra Skatteetaten - Sentralskattekontoret for utenlandssaker, http://www.skatteetaten.no/no/Om-skatteetaten/Om-oss/Organisasjon-og-ledelse/Organisasjonen/Spesielle-skattekontor/Sentralskattekontoret-for-utenlandssaker/;;
BEGREP-1639;Sentral institusjonskatalog;Katalogen gir oversikt over kompetente institusjoner og andre funksjonelle roller, og er tilgjengelig på internett for innbyggere.;"en katalog som gir oversikt over de respektive EU- og EØS-landenes ""nasjonale institusjoner (offentlige og private) i sektorene; helse, pensjon, arbeidsledighet og familieytelser.""";Bokmål;Faglig definisjon;EESSI Offentlig Katalog over Europeiske Trygdeinstitusjoner;Hentet 5. oktober 2017 fra http://ec.europa.eu/employment_social/social-security-directory/welcome.seam?langId=no.;;
BEGREP-1637;Strukturert elektronisk dokument;Hovedformålet med alle SEDer er å utveksle trygdeinformasjon.;"""en SED er en elektronisk melding, med forhåndsdefinerte datafelt, som utveksles av medlemslandene i EESSI-systemet for å formidle informasjon til hverandre.""";Bokmål;Faglig definisjon;SED;"""Veiledning til bruk av SEDer, flyter og portable dokumenter (PD) DA1 i sektor for yrkesskade og yrkessykdom"". Hentet fra https://www.nav.no/rettskildene 6. november 2017.";;
BEGREP-1634;PIN;"I EESSI-sammenheng blir PIN utstedt av en kompetent institusjon eller et medlemsland og som i kombinasjon med informasjon om utsteder gir en unik identifikator også på tvers av medlemsland. 

PIN er forkortelse for ""personal identity number"" (personlig identitetsnummer).";"""e]t passord på fire eller seks sifre som skal identifisere brukeren av for eksempel et betalingskort, et smartkort eller en mobiltelefon.""";Bokmål;Faglig definisjon;PIN-nummer, PIN-kode;"""PIN-kode"". Hentet 10. september 2018 fra https://snl.no/PIN-kode.";;
BEGREP-1624;Gjennomføringsforordning;;en forordning som inneholder regler om hvordan medlemslandene skal gjennomføre forordningen i praksis.;Bokmål;Folkelig forklaring;;;;- Til forordning 883/2004 gjelder gjennomføringsforordning 987/2009.
BEGREP-1623;Forordning;"""Forordninger kan vedtas av Unionsrådet eller Europakommisjonen og skal godkjennes av Europaparlamentet. Innholdet i flere forordninger er blitt norsk rett på grunn av EØS-avtalen.""";"en lovbestemmelse gitt av EU som ""i sin helhet får] lovs kraft i medlemslandene uten å måtte vedtas av det enkelte land.""";Bokmål;Faglig definisjon;;"""Forordning"". Hentet 23. mars 2017 fra snl.no/forordning.";;
BEGREP-1621;Fellesfunksjon;;en fellesbetegnelse for alle funksjoner og prosesser som er felles i en virksomhet.;Bokmål;Faglig definisjon;;;;"- Arkivtjeneste 
- HR 
- Økonomitjenester 
- Rekvirering av D-nummer 
- Identifisering av person"
BEGREP-1618;EESSI;;en løsning for elektronisk utveksling av trygdeinformasjon internt mellom EU- og EØS-land.;Bokmål;Faglig definisjon;Electronic Exchange of Social Security Information;;;
BEGREP-1617;E-blankett;;en blankett med forhåndsdefinerte datafelt for utveksling av trygde-, arbeids- og personinformasjon mellom institusjoner i EU- og EØS-landene.;Bokmål;Faglig definisjon;;;Portabelt dokument;
BEGREP-1616;Tilknytningspunkt;"""Leveres fra EU."" 

""2. I tillegg til de definisjoner som er nevnt i nr. 1, 

a) menes med «tilknytningspunkt» en enhet som tilbyr: 

i) et elektronisk kontaktpunkt, 

ii) automatisk ruting basert på adressen, og 

iii) intelligent ruting basert på programvare som muliggjør automatisk kontroll og ruting (for eksempel et program for kunstig intelligens) og/eller menneskelig inngripen""";"""en løsningskomponent for meldingsutveksling mellom den sentrale noden i EU og nasjonale kompetente institusjoner.""";Bokmål;Faglig definisjon;Aksesspunkt;EESSI-terminologiliste for Europaparlaments- og rådsforordning (EF) nr. 987/2009 om fastsettelse av nærmere regler for gjennomføring av forordning (EF) nr. 883/2004 om koordinering av trygdeordninger kapittel 1, artikkel 1 punkt 2;;
BEGREP-1605;Sanksjon;;en reaksjon på lovovertredelse eller på annen uønsket atferd.;Bokmål;Faglig fortolkning;;Jusleksikon;;"- Utestengning fra NAV-kontor 
- Rentetillegg etter folketrygdloven § 22-17 a"
BEGREP-1604;NAV Fagpost;"Rollen utfører operative oppgaver for dokumenthåndtering: 
- kontrolloppgaver 
- enkel overvåking 
";en rolle i NAV som håndterer avvik i dokumenthåndteringsprosessen i henhold til gjeldende rutiner.;Bokmål;Faglig fortolkning;;;;- En som håndterer avvik i skanningprosesser
